Employee ID,Name,Skills,Availability
400,Employee 400,['Data Analysis'],False
401,Employee 401,"['Frontend Development', 'UI Design', 'Database Management', 'Machine Learning']",False
402,Employee 402,"['Frontend Development', 'Data Analysis', 'DevOps', 'Machine Learning']",True
403,Employee 403,"['Cybersecurity', 'Database Management', 'UI Design', 'Project Management']",False
404,Employee 404,"['DevOps', 'Data Analysis', 'Machine Learning', 'Database Management', 'Cybersecurity']",True
405,Employee 405,"['Machine Learning', 'Frontend Development', 'DevOps', 'Data Analysis', 'Cybersecurity']",False
406,Employee 406,"['Machine Learning', 'Database Management', 'Frontend Development', 'Data Analysis']",True
407,Employee 407,"['Project Management', 'Cybersecurity', 'Database Management', 'Testing']",False
408,Employee 408,"['Testing', 'Frontend Development', 'UI Design', 'Cybersecurity']",False
409,Employee 409,"['Machine Learning', 'Backend Development', 'Testing', 'Frontend Development']",False
410,Employee 410,"['UI Design', 'Project Management', 'Cybersecurity', 'Machine Learning', 'Frontend Development']",True
411,Employee 411,"['Frontend Development', 'Cybersecurity', 'Database Management']",False
412,Employee 412,['Backend Development'],True
413,Employee 413,['Data Analysis'],False
414,Employee 414,"['Machine Learning', 'Database Management', 'UI Design', 'Cybersecurity', 'Frontend Development']",False
415,Employee 415,"['Testing', 'UI Design', 'Backend Development', 'Frontend Development']",True
416,Employee 416,['Cybersecurity'],True
417,Employee 417,"['UI Design', 'Testing', 'Backend Development']",True
418,Employee 418,"['Backend Development', 'Data Analysis', 'Frontend Development', 'Testing', 'Machine Learning']",True
419,Employee 419,"['Testing', 'DevOps', 'Frontend Development', 'Backend Development', 'Database Management']",False
420,Employee 420,"['Data Analysis', 'Testing', 'Project Management', 'Backend Development', 'Frontend Development']",False
421,Employee 421,"['Testing', 'Backend Development', 'Frontend Development', 'Machine Learning']",False
422,Employee 422,"['Frontend Development', 'Project Management']",False
423,Employee 423,"['Cybersecurity', 'UI Design', 'DevOps']",False
424,Employee 424,"['UI Design', 'Project Management']",False
425,Employee 425,"['Database Management', 'Data Analysis', 'DevOps', 'Testing']",True
426,Employee 426,"['Machine Learning', 'Data Analysis', 'UI Design', 'Project Management']",False
427,Employee 427,"['UI Design', 'Backend Development', 'DevOps', 'Machine Learning']",False
428,Employee 428,"['Testing', 'UI Design', 'Frontend Development', 'DevOps']",False
429,Employee 429,['Project Management'],True
430,Employee 430,['Testing'],False
431,Employee 431,['Cybersecurity'],True
432,Employee 432,"['DevOps', 'Cybersecurity', 'Database Management', 'Backend Development', 'Frontend Development']",True
433,Employee 433,"['UI Design', 'Machine Learning', 'Cybersecurity', 'DevOps']",False
434,Employee 434,"['DevOps', 'Testing', 'UI Design', 'Frontend Development']",False
435,Employee 435,['Machine Learning'],True
436,Employee 436,"['Cybersecurity', 'UI Design', 'Database Management', 'Machine Learning']",False
437,Employee 437,"['Testing', 'UI Design', 'Machine Learning', 'Data Analysis', 'Project Management']",False
438,Employee 438,"['Cybersecurity', 'Backend Development', 'DevOps', 'Database Management', 'Frontend Development']",True
439,Employee 439,"['Data Analysis', 'Machine Learning']",False
440,Employee 440,"['Machine Learning', 'Database Management', 'UI Design', 'Cybersecurity', 'Data Analysis']",False
441,Employee 441,['UI Design'],True
442,Employee 442,"['DevOps', 'UI Design', 'Database Management', 'Frontend Development', 'Backend Development']",False
443,Employee 443,"['Project Management', 'Backend Development', 'Testing', 'Machine Learning', 'Database Management']",True
444,Employee 444,"['Database Management', 'Testing']",False
445,Employee 445,"['Machine Learning', 'Project Management', 'Data Analysis', 'Database Management', 'Frontend Development']",False
446,Employee 446,"['Data Analysis', 'Machine Learning', 'Cybersecurity', 'Backend Development', 'Database Management']",True
447,Employee 447,['DevOps'],True
448,Employee 448,"['Database Management', 'UI Design', 'DevOps']",True
449,Employee 449,"['Frontend Development', 'Data Analysis', 'Database Management', 'UI Design', 'Project Management']",False
450,Employee 450,['Testing'],True
451,Employee 451,['Data Analysis'],False
452,Employee 452,"['Cybersecurity', 'Testing']",True
453,Employee 453,"['Data Analysis', 'Testing', 'Project Management']",True
454,Employee 454,"['Testing', 'Cybersecurity', 'UI Design']",False
455,Employee 455,"['UI Design', 'Project Management', 'Machine Learning', 'Database Management', 'Backend Development']",True
456,Employee 456,"['Project Management', 'Machine Learning', 'Database Management']",False
457,Employee 457,"['Data Analysis', 'Backend Development', 'Testing', 'Database Management', 'Frontend Development']",True
458,Employee 458,"['Project Management', 'Backend Development', 'Machine Learning', 'Database Management', 'Testing']",False
459,Employee 459,"['Testing', 'Cybersecurity', 'Backend Development']",False
460,Employee 460,['Project Management'],True
461,Employee 461,"['Testing', 'UI Design', 'Project Management']",False
462,Employee 462,"['Frontend Development', 'Backend Development', 'Cybersecurity', 'Testing']",False
463,Employee 463,"['Project Management', 'Database Management', 'Testing', 'Backend Development']",True
464,Employee 464,['UI Design'],True
465,Employee 465,"['UI Design', 'Machine Learning', 'Project Management', 'Backend Development', 'Cybersecurity']",False
466,Employee 466,"['Backend Development', 'Data Analysis', 'Machine Learning', 'DevOps', 'Cybersecurity']",False
467,Employee 467,"['Database Management', 'Data Analysis', 'DevOps', 'Backend Development']",True
468,Employee 468,"['DevOps', 'Database Management', 'UI Design', 'Project Management']",False
469,Employee 469,"['Project Management', 'Cybersecurity', 'DevOps', 'Testing', 'Data Analysis']",True
470,Employee 470,"['Backend Development', 'Project Management']",False
471,Employee 471,"['Machine Learning', 'Database Management', 'Data Analysis', 'Backend Development']",False
472,Employee 472,"['Data Analysis', 'Cybersecurity', 'Project Management']",True
473,Employee 473,['UI Design'],True
474,Employee 474,"['DevOps', 'Cybersecurity', 'Machine Learning']",False
475,Employee 475,"['Database Management', 'Backend Development']",False
476,Employee 476,"['Cybersecurity', 'DevOps', 'Backend Development']",False
477,Employee 477,"['Data Analysis', 'Testing', 'Machine Learning']",False
478,Employee 478,"['DevOps', 'Machine Learning', 'UI Design', 'Backend Development']",True
479,Employee 479,"['Data Analysis', 'Machine Learning', 'DevOps', 'Project Management']",False
480,Employee 480,"['Machine Learning', 'Frontend Development', 'Database Management']",True
481,Employee 481,"['Project Management', 'Testing']",False
482,Employee 482,"['UI Design', 'DevOps', 'Testing']",True
483,Employee 483,"['Backend Development', 'DevOps', 'UI Design']",True
484,Employee 484,"['Database Management', 'Data Analysis']",False
485,Employee 485,['Frontend Development'],True
486,Employee 486,"['Testing', 'Frontend Development', 'Database Management', 'Cybersecurity']",False
487,Employee 487,"['Data Analysis', 'Backend Development', 'DevOps', 'UI Design']",True
488,Employee 488,"['Database Management', 'UI Design', 'Data Analysis', 'DevOps']",True
489,Employee 489,['Backend Development'],True
490,Employee 490,"['UI Design', 'Backend Development']",True
491,Employee 491,"['DevOps', 'Frontend Development', 'Data Analysis', 'Testing', 'Database Management']",False
492,Employee 492,"['Project Management', 'Machine Learning', 'Database Management']",True
493,Employee 493,"['Data Analysis', 'Machine Learning']",False
494,Employee 494,"['Frontend Development', 'DevOps', 'UI Design', 'Backend Development']",True
495,Employee 495,"['Cybersecurity', 'Testing']",True
496,Employee 496,"['Project Management', 'UI Design', 'Data Analysis', 'Testing']",False
497,Employee 497,['Backend Development'],False
498,Employee 498,['Machine Learning'],False
499,Employee 499,"['Cybersecurity', 'UI Design']",False
500,Employee 500,"['Frontend Development', 'Data Analysis']",True
